date,mean_temperature,max_temperature,min_temperature,Mean_dew_pt,mean_pressure,max_humidity,min_humidity,max_dew_pt_1,max_dew_pt_2,min_dew_pt_1,min_dew_pt_2,max_pressure_1,max_pressure_2,min_pressure_1,min_pressure_2,rainfall
2018-01-23,18,24,12,6,1012.95,58,21,10,6,4,-2,1016,1018,1009,1012,0
2018-01-24,16,21,10,6,1010.57,72,11,11,10,-2,4,1013,1016,1008,1009,2
2018-01-25,15,23,7,7,1013.95,100,26,11,11,3,-2,1016,1013,1010,1008,0
2018-01-26,16,25,8,6,1013.74,100,13,11,11,-3,3,1016,1016,1011,1010,0
2018-01-27,17,25,9,2,1013.95,82,8,7,11,-5,-3,1016,1016,1011,1011,0
2018-01-28,18,26,9,5,1014.11,88,8,11,7,-3,-5,1016,1016,1011,1011,0
2018-01-29,18,27,10,5,1014.88,82,14,9,11,-1,-3,1018,1016,1012,1011,0
2018-01-30,20,29,11,4,1016.74,67,12,9,9,-1,-1,1020,1018,1014,1012,0
2018-01-31,22,28,16,3,1017.14,68,9,9,9,-3,-1,1020,1020,1013,1014,0
2018-02-01,20,29,12,3,1016.22,45,9,5,9,-1,-3,1019,1020,1013,1013,0
2018-02-02,20,28,13,3,1015.6,59,9,8,5,-1,-1,1019,1019,1012,1013,0
2018-02-03,20,26,15,5,1013.25,55,11,9,8,1,-1,1015,1019,1010,1012,0
2018-02-04,18,25,11,2,1015.7,63,10,10,9,-3,1,1018,1015,1013,1010,0
2018-02-05,17,24,10,-1,1016.81,51,7,3,10,-8,-3,1020,1018,1014,1013,0
2018-02-06,18,23,14,0,1018.47,47,11,2,3,-3,-8,1021,1020,1016,1014,0
2018-02-07,18,25,11,-2,1018.53,39,9,3,2,-7,-3,1021,1021,1016,1016,0
2018-02-08,18,25,10,-3,1015.73,49,7,5,3,-10,-7,1018,1021,1012,1016,0
2018-02-09,18,26,10,-1,1014.17,44,10,3,5,-2,-10,1017,1018,1011,1012,0
2018-02-10,18,26,11,-1,1014.36,50,9,3,3,-7,-2,1017,1017,1010,1011,0
2018-02-11,19,23,15,1,1015.86,41,11,5,3,-2,-7,1019,1017,1013,1010,0
2018-02-12,18,25,12,5,1014.7,55,18,8,5,2,-2,1017,1019,1012,1013,0
2018-02-13,19,25,13,7,1016.98,94,12,15,8,0,2,1021,1017,1014,1012,0
2018-02-14,18,24,11,8,1022.53,100,12,14,15,-1,0,1025,1021,1020,1014,0
2018-02-15,18,26,11,3,1023.43,54,16,6,14,-4,-1,1026,1025,1020,1020,0
2018-02-16,22,27,16,5,1021.68,67,16,8,6,4,-4,1024,1026,1018,1020,0
2018-02-17,22,29,16,6,1019.24,63,13,10,8,2,4,1023,1024,1015,1018,0
2018-02-18,21,29,13,5,1014.3,55,8,10,10,-1,2,1017,1023,1010,1015,0
2018-02-19,22,29,14,4,1013,67,7,9,10,-3,-1,1015,1017,1010,1010,0
2018-02-20,23,31,15,5,1014.55,55,11,8,9,2,-3,1017,1015,1012,1010,0
2018-02-21,24,33,15,4,1014.24,48,10,10,8,0,2,1017,1017,1011,1012,0
2018-02-22,25,33,17,7,1012.06,56,12,14,10,3,0,1015,1017,1008,1011,0
2018-02-23,25,33,17,7,1010.97,52,9,12,14,3,3,1014,1015,1007,1008,0
2018-02-24,26,33,18,6,1010.82,59,7,12,12,0,3,1013,1014,1007,1007,0
2018-02-25,25,30,20,7,1013,52,15,11,12,3,0,1015,1013,1009,1007,0
2018-02-26,22,31,14,6,1016.37,46,9,13,11,-1,3,1020,1015,1013,1009,0
2018-02-27,24,32,16,7,1015.75,63,10,13,13,3,-1,1018,1020,1011,1013,0
2018-02-28,25,32,18,8,1014.42,52,13,13,13,6,3,1017,1018,1010,1011,0
2018-03-01,27,34,20,10,1014.07,64,20,14,13,7,6,1017,1017,1010,1010,0
2018-03-02,26,33,20,10,1012.18,57,12,16,14,5,7,1015,1017,1008,1010,0
2018-03-03,26,34,19,6,1011.18,53,11,12,16,3,5,1014,1015,1007,1008,0
2018-03-04,25,32,18,4,1009.23,49,5,9,12,-3,3,1017,1014,1005,1007,0
2018-03-05,23,30,16,8,1010.19,49,16,11,9,2,-3,1018,1017,1007,1005,0
2018-03-06,22,29,15,7,1013.96,100,11,13,11,0,2,1017,1018,1011,1007,0
2018-03-07,24,32,15,4,1015.39,48,6,9,13,-3,0,1018,1017,1012,1011,0
2018-03-08,24,32,15,2,1014.07,55,5,8,9,-6,-3,1017,1018,1011,1012,0
2018-03-09,26,33,19,1,1014.41,42,7,5,8,-5,-6,1017,1017,1011,1011,0
2018-03-10,26,34,19,3,1014.16,37,8,6,5,-1,-5,1017,1017,1009,1011,0
2018-03-11,26,34,18,4,1013.76,38,6,8,6,0,-1,1017,1017,1009,1009,0
